UID,mean.annual.flow,dam.count,dam.density,basin.area,max.basin.elevation,mean.basin.elevation,min.basin.elevation,range.basin.elevation,pct.canopy.cover,pct.ISC,tmax.annual,tmax.july,tmin.annual,tmin.july,pct.ag,pct.urb,pct.for,pct.wet,pct.shrub
14060,,,,,,,,,,,,,,,,,,,
14063,187190.9068,0,0,1828357.007,4346.8,805.232,37.025,4309.78,10.657,0.97,19.99,32.24,8.58,20.59,38.618,4.498,11.877,3.055,38.416
14064,65487.01279,1,0.012,306662.229,647.265,330.758,134.68,512.586,22.538,1.47,16.84,30.77,5.8,19.21,54.844,7.082,21.399,8.743,4.414
14067,45152.46602,1,0.018,213006.989,647.265,356.149,176.753,470.512,29.194,1.253,14.72,29.16,3.17,16.85,45.459,6.295,27.821,11.314,4.622
14068,185405.7833,0,0,1824238.759,4346.8,806.686,95.29,4251.51,10.572,0.97,19.89,32.26,7.92,20.06,38.625,4.496,11.784,3.058,38.499
14078,83.37899,0,0,4589.218,63.363,30.111,10.292,53.07,13.115,0.365,24.46,33.6,12.24,22.15,77.138,4.596,1.598,14.504,0.165
14080,0,0,0,,,,,,0,0,25.14,32.92,13.86,22.37,,,,,
14085,31.69391,2,0.047,50.049,135.456,91.383,53.055,82.401,71.192,0.144,25.12,33.06,12.92,21.93,5.282,4.057,70.214,2.267,17.869
14088,56.92645,1,0.028,137.672,91.749,48.61,24.1,67.649,54.971,0.392,24.98,33.86,12.78,22.32,1.371,2.782,63.653,10.055,16.839
14089,,,,,,,,,,,,,,,,,,,
14090,34.56366,0,0,135.74,324.717,258.31,225.987,98.73,58.449,0.32,13.66,28,1.36,13.53,0.518,5.225,66.881,18.835,3.785
14091,8.85896,1,0.051,33.039,316.577,262.858,240.681,75.896,30.336,0.532,14.08,28.08,2.93,15.1,53.26,4.704,28.144,11.691,1.372
14093,96.31852,0,0,325.445,416.853,296.871,213.911,202.942,53.126,0.453,13.23,27.37,1.73,13.77,4.759,4.545,66.3,9.7,14.036
14094,13.33278,1,0.045,36.602,265.016,251.777,230.703,34.313,22.048,0.895,12.99,27.24,0.42,12.89,51.41,4.257,20.947,14.526,7.358
14095,17.00896,0,0,40.034,430.894,391.919,359.79,71.104,58.422,0.415,10.63,25.55,-2.64,10.84,11.96,3.035,54.632,24.895,5.4
14097,,,,,,,,,,,,,,,,,,,
14098,63.04992,1,0.012,235.64,253.28,200.46,177.619,75.661,7.658,51.428,14.18,27.92,4.8,17.29,0.025,99.269,0.501,0.153,0.023
14100,235.46334,0,0,905.518,425.803,296.666,202.216,223.587,57.373,0.48,13.74,27.97,1.21,13.23,5.463,4.91,68.875,11.177,8.884
14101,4.74322,0,0,11.074,431.522,364.686,299.484,132.038,60.657,1.035,12.58,27.09,0.09,12.58,4.969,5.646,69.92,9.826,8.139
14102,3.38289,0,0,7.565,530.736,508.328,496.619,34.117,83.74,0.046,10.43,25.34,-1.77,12.08,0,2.07,52.498,44.564,0.869
14103,19.89535,0,0,55.792,299.957,226.488,185.204,114.753,50.853,0.479,11.43,24.85,1.92,14.23,16.815,4.077,38.3,20.317,15.415
14104,1.72954,0,0,1.264,194.027,188.654,185.361,8.666,38.101,2.729,14.33,27.9,3.95,15.69,33.736,9.872,48.295,4.048,2.131
14105,299.27382,1,0.011,833.868,470.036,286.825,204.141,265.895,43.493,1.63,13.35,27.61,1.54,14,16.264,9.266,43.935,19.744,8.953
14106,2.21725,0,0,7.079,203.646,194.654,185.818,17.828,33.286,10.924,13.27,27.06,4.21,16.48,11.695,30.669,32.337,19.967,4.263
14107,0.99016,0,0,1.969,284.754,268.154,255.875,28.879,35.256,17.167,14.37,28.35,3.7,16,0,96.801,2.285,0.914,0
14108,2.38473,0,0,3.325,269.965,238.715,211.973,57.992,83.071,0.254,10.99,25.18,0.15,12.55,0,2.598,97.187,0.216,0
14109,1.38065,0,0,1.067,330.763,319.007,288.232,42.53,65.37,1.229,11.09,26.13,-2.01,11.27,12.395,7.251,80.101,0,0.253
14112,0.49066,0,0,1.09,267.728,253.847,242.71,25.018,7.557,0.358,13.12,27.26,2.03,14.06,91.908,2.064,6.028,0,0
14114,3.87328,0,0,8.591,584.937,558.642,544.068,40.869,66.01,0.2,10.12,24.81,-2.05,11.2,0,1.865,54.139,38.8,1.467
14116,8.56586,0,0,17.244,238.269,218.664,208.899,29.37,51.247,0.569,11.15,26.03,-0.38,11.9,11.278,3.605,36.111,35.379,5.903
14117,,,,,,,,,,,,,,,,,,,
14118,,,,,,,,,,,,,,,,,,,
14119,1.25993,0,0,1.484,86.218,79.992,68.015,18.203,29.343,7.375,24.65,33.43,10.9,20.82,25.288,36.628,8.43,22.923,6.731
14120,5.45326,0,0,21782.376,216.159,86.627,-6.004,222.163,63.416,0.886,24.62,32.17,14.51,23.15,10.234,5.667,51.064,14.303,17.572
14121,13.32111,0,0,24.554,187.424,135.028,112.788,74.636,74.233,0.2,24.39,33.18,10.98,20.88,4.56,2.173,64.057,17.361,11.798
14122,169.18116,0,0,317.866,219.842,153.525,117.999,101.843,69.982,0.209,23.75,33,10.26,20.51,6.922,3.673,57.238,15.659,16.331
14123,56.16888,1,0.038,109.648,121.981,68.846,36.435,85.546,49.9,0.357,24.31,33.4,11.57,21.69,25.244,4.161,48.379,3.963,17.809
14124,94.70654,0,0,187.837,193.696,132.399,82.485,111.211,66.73,0.46,24.48,33.25,11.09,20.99,7.972,4.527,62.104,7.478,17.107
14125,3.34801,0,0,3.572,286.489,272.163,257.598,28.89,38.463,0.132,10.97,25.3,-0.73,11.27,0,1.764,49.358,5.417,42.127
14126,,,,,,,,,,,,,,,,,,,
14127,1.49885,0,0,1.991,9.042,5.494,1.414,7.627,27.243,0.864,19.71,31.34,7.98,19.43,55.516,6.51,22.559,13.382,2.034
14128,,,,,,,,,,,,,,,,,,,
14130,1277.89256,0,0,3386.245,592.072,439.778,334.512,257.56,61.764,0.779,10.4,26.04,-2.53,11.92,3.766,3.868,34.908,43.77,6.912
14131,732.90736,0,0,1749.949,609.843,471.038,395.998,213.845,74.2,0.184,10.22,25.92,-2.59,11.89,0.583,1.91,41.713,39.738,9.695
14132,2.45645,0,0,16381.142,537.95,335.221,206.17,331.78,55.418,0.509,13.22,28.95,1.57,16.48,18.348,4.546,47.327,20.95,4.974
14133,8977.88078,3,0.035,50316.659,582.194,379.938,208.506,373.688,33.674,1.519,13.19,29,1.91,16.83,34.271,6.065,29.293,17.236,4.875
14134,20523.17477,1,0.015,214041.199,3431.72,1299.55,306.378,3125.34,11.627,0.318,14.14,30.66,-1.38,12.73,18.015,1.133,13.327,1.303,53.28
14135,42.03204,0,0,65.977,673.478,406.797,282.796,390.682,79.948,0.253,13.49,26.54,1.21,13.66,2.041,2.989,80.643,5.262,0.174
14136,,,,,,,,,,,,,,,,,,,
14138,,,,,,,,,,,,,,,,,,,
14139,88.6696,0,0,149.396,411.985,187.567,65.222,346.764,65.321,1.913,14.26,27.92,1.12,13.91,4.314,9.106,72.149,3.946,7.981
14140,4.63112,0,0,6.465,278.671,153.406,109.948,168.723,73.302,0.551,14.44,27.99,1.99,14.42,1.601,5.682,85.016,4.122,2.047
14141,51.52098,0,0,58.989,1743.88,650.909,287.15,1456.73,85.535,0.693,11.91,25.86,-0.8,12.24,0.063,3.296,91.666,0.568,2.922
1417,103.79159,0,0,1291.018,393.758,277.212,169.365,224.393,10.37,0.875,24.5,35.39,12.26,23.26,17.787,5.923,14.978,0.072,60.449
14171,3.25975,0,0,100.027,2352.19,1910.06,1393.59,958.606,56.979,0.113,22.44,33.42,3.49,14.18,0,0.455,95.363,0.068,4.104
14173,23.66023,0,0,2706.006,2188.2,1241.5,495.228,1692.98,11,0.193,29.01,40.4,10.48,22.17,0.584,0.628,11.991,0.175,86.599
14174,1.01789,2,0.027,85.258,2965.66,2766.44,2643.05,322.604,18.268,0.248,13.93,23.29,-2.67,6.9,0,0.805,28.516,0.201,67.425
14175,0.56907,0,0,20.683,2783.53,2541.13,2342.2,441.324,76.851,0.161,16.27,25.75,-2.29,7.76,0,0,98.161,0.083,1.756
14180,33854.46768,0,0,448023.044,4359.83,1921.19,72.702,4287.13,14.278,0.393,31.08,42.25,14.71,25.91,1.869,1.044,25.127,0.798,66.493
14210,393.0029,0,0,12360.912,3232.62,1567.08,515.958,2716.66,12.028,0.373,27.72,40.93,9.44,21.3,0.596,1.346,28.259,0.256,67.536
14211,,,,,,,,,,,,,,,,,,,
14212,45.14346,0,0,5465.204,2694.89,1649.65,1246.07,1448.83,9.319,0.562,23.71,35.03,5.27,16.38,0.242,2.118,25.751,0.127,71.581
14213,0.0949,1,0.024,11082.218,3842.41,1687.87,918.728,2923.69,20.353,0.6,26.53,38.12,7.35,18.76,0.156,2.317,40.468,0.27,56.309
14214,11.17966,0,0,1959.997,2683.87,1960.65,1669.29,1014.58,37.068,0.609,20.91,32.56,2.65,14.05,0.96,3.152,48.827,0.206,46.504
14215,,,,,,,,,,,,,,,,,,,
14216,59.54,5,0.042,145.596,3990.48,3351.73,2641.74,1348.74,48.992,0.016,12.03,23.87,-6.88,4.59,0,0,64.391,3.545,26.17
14217,220.43712,1,0.016,1246.6,3644.44,2907.39,2071.26,1573.19,51.286,0.084,14.16,27.83,-2.99,7.93,1.229,0.274,71.955,3.029,22.133
14218,5.22714,0,0,54.955,3596.08,3026.53,2616.68,979.402,63.793,0.268,12.56,23.86,-2.31,8.01,0.007,0.817,87.689,0.818,10.347
14219,,,,,,,,,,,,,,,,,,,
14220,,,,,,,,,,,,,,,,,,,
14221,1118.61066,0,0,2398.776,140.006,72.188,45.213,94.793,14.352,0.652,22.16,33.37,10.6,21.88,74.946,5.504,7.276,10.488,0.027
14225,3588.612,0,0,9609.349,601.293,415.927,201.856,399.437,68.307,0.424,12.16,26.7,-0.58,12.49,3.011,3.64,56.948,29.583,3.636
14226,33603.09457,0,0,421899.188,4359.83,1990.36,146.285,4213.55,14.927,0.389,30.78,43.54,14.73,26.1,1.869,1.019,26.294,0.813,65.134
14227,,,,,,,,,,,,,,,,,,,
14228,4.5918,0,0,7.331,103.357,60.751,47.006,56.351,48.964,1.29,17.39,29.71,5.47,17.24,26.559,11.69,48.907,10.977,1.67
14229,1.17428,0,0,0.212,189.588,127.276,109.022,80.566,21.665,38.597,16,28.72,4.07,16.08,0,80.932,13.559,2.966,0
14230,2374.80163,0,0,11191.501,4361.18,2873.9,2272.35,2088.84,27.869,0.445,15.43,27.92,-4.04,8.32,7.681,1.438,37.699,5.389,45.778
14231,351.60006,0,0,4497.906,4254.58,2102.8,1464.37,2790.22,22.575,0.229,20.22,32.84,2.84,15.47,1.754,0.771,35.242,1.489,60.095
14232,0.80677,0,0,0.602,3490.3,3212.56,2932.22,558.084,66.016,0,6.69,19.24,-6.02,3.94,0,0,78.177,0,1.644
14234,71.85501,0,0,112.954,1023.91,518.735,232.189,791.725,71.988,0.635,12.16,26.45,-0.65,12.48,2.381,4.407,90.84,0.375,1.942
14235,,,,,,,,,,,,,,,,,,,
14237,161.59769,0,0,305.458,2127.36,1264.04,541.946,1585.41,32.148,0.98,15.55,28.59,2.04,10.67,2.627,4.129,45.362,0.784,46.696
14238,1760.18667,0,0,498.966,1847.92,620.395,70.917,1777,80.62,0.38,14.99,22.59,5.28,9.96,0.151,2.323,84.666,1.371,10.554
14239,7007.90392,0,0,3474.561,2760.1,1358.28,105.939,2654.17,56.202,0.146,14.92,25.29,5.03,11.31,0.002,0.382,44.354,0.34,14.929
14240,2431.18653,0,0,1587.183,2740.98,1269.5,514.654,2226.32,59.65,0.549,14.82,28.32,1.62,10.44,0.236,1.913,68.951,1.724,21.856
14241,59227.90538,4,0.081,104093.357,1479.84,411.111,161.842,1318,54.581,2.086,18.79,30.36,5.26,16.9,22.51,10.505,62.498,0.816,2.033
14242,59426.43214,0,0,104565.49,1479.84,410.269,159.692,1320.15,54.605,2.081,18.71,30.3,5.17,16.83,22.498,10.494,62.527,0.813,2.031
14243,44541.8693,0,0,70633.663,1479.84,461.976,175.173,1304.67,57.287,2.185,18.02,29.75,5.42,17.2,18.651,10.578,65.604,1.045,2.311
14244,,,,,,,,,,,,,,,,,,,
14245,41866.37562,0,0,65470.075,1479.84,473.205,187.702,1292.14,55.955,2.309,17.39,29.38,5.22,16.91,19.349,10.886,64.366,1.127,2.416
14246,5.56693,0,0,10.338,12.33,11.381,10.434,1.896,54.352,0.372,19.3,30.56,7.9,19.15,32.637,2.69,2.907,60.407,1.358
14247,7.70754,0,0,13.91,136.833,99.334,24.391,112.441,28.868,15.315,17.6,30.19,7.73,19.77,0.181,74.89,24.055,0.278,0.272
14248,3.10826,0,0,4.973,17.449,14.898,13.457,3.992,35.972,0.934,19.09,30.72,7.61,19.14,44.398,6.09,10.409,34.948,4.156
14249,33.97604,0,0,1086.931,512.989,428.577,265.93,247.06,1.659,0.371,10.49,27.48,-1.7,13.76,74.589,4.48,1.007,13.701,5.124
14250,32.56675,0,0,1042.672,512.989,434.284,286.728,226.261,1.563,0.37,10.45,27.36,-1.83,13.58,74.089,4.433,0.966,14.041,5.329
14251,120.07221,0,0,20248.112,1449.45,960.452,623.501,825.948,1.771,0.251,13.54,29.76,-1.16,12.85,12.142,0.954,3.653,1.287,81.101
14252,51.63779,0,0,9564.402,1449.45,1069.73,860.543,588.905,1.56,0.224,13.79,29.56,-0.77,12.99,3.864,0.284,3.04,1.443,91.034
14253,132.34492,0,0,22241.494,1449.45,939.098,577.483,871.965,2.351,0.245,12.76,29.14,-1.53,12.77,11.929,0.924,5.029,1.333,79.537
14254,55.20939,0,0,58.157,1049.52,266.739,127.867,921.653,76.151,1.261,13.43,27.43,0.45,13.52,0.585,8.235,80.19,6.557,2.046
14255,74.8564,0,0,13116.752,1449.45,1035.19,774.645,674.803,1.583,0.227,13.45,29.42,-0.93,12.81,5.724,0.474,2.892,1.46,89.132
14256,7.07759,1,0.026,1339.151,1101,908.355,820.279,280.721,0.415,0.393,13.55,29.21,-0.77,13.12,34.224,3.251,0.743,0.382,60.549
14261,22.43264,1,0.031,30.708,1203.42,643.672,386.619,816.798,71.613,1.365,11.18,24.45,-1,11.15,0.958,9.133,80.81,0.947,4.032
14262,,,,,,,,,,,,,,,,,,,
14263,,,,,,,,,,,,,,,,,,,
14264,0.98822,0,0,2.065,82.075,71.695,63.926,18.149,73.446,1.034,23.23,33.49,10.29,21.15,0,4.447,93.243,1.962,0.349
14265,18.31522,0,0,31.152,220.83,163.119,85.581,135.249,65.762,0.336,23.14,33.58,10.05,20.86,0.046,4.846,83.024,0.228,11.833
14266,40.50665,1,0.028,116.824,313.214,253.409,196.066,117.148,44.279,0.291,21.34,33.11,7.32,19.01,38.717,3.64,54.386,0.01,3.102
14267,4310.54839,0,0,10776.4,540.015,134.225,59.988,480.027,26.635,0.805,21.87,33.61,10.34,22.04,61.375,6.006,26.424,4.218,0.64
14268,6.35615,0,0,8.505,69.299,66.246,64.053,5.246,16.402,0.226,22.02,33.62,10.15,21.66,71.986,8.403,7.461,12.149,0
14269,241.09126,1,0.035,428.581,365.564,227.647,122.074,243.49,43.181,0.663,22.15,33.4,9.28,20.55,37.609,4.29,54.655,0.1,3.096
14270,6501.70098,1,0.039,18960.383,540.016,233.89,69.689,470.327,59.191,0.426,21.62,33.67,9.18,20.94,24.048,4.12,67.199,2.072,1.991
14271,1136.48072,0,0,16858.938,540.015,111.312,41.544,498.47,20.929,0.823,22.17,33.36,10.62,21.89,67.739,6.152,19.099,5.148,0.438
14272,21142.36977,0,0,57993.257,782.477,281.256,50.024,732.453,54.181,0.767,22.32,33.69,10.66,21.93,27.621,4.968,61.878,1.58,2.253
14273,22375.92017,0,0,147139.309,1515.59,468.129,49.37,1466.22,14.703,0.622,24.21,34.08,11.14,21.76,26.145,4.696,17.235,1.582,48.517
14274,1691.79843,0,0,4595.381,540.016,223.446,78.936,461.08,62.307,0.464,21.33,33.42,9.07,20.99,21.12,4.245,68.32,3.422,1.961
14275,9532.39805,0,0,25870.317,782.477,363.243,91.448,691.029,52.991,1.035,21.79,33.55,7.47,18.77,27.863,5.658,61.597,0.246,2.219
14276,38439.56586,0,0,382330.079,4411.51,920.032,116.276,4295.24,9.15,0.755,22.57,33.96,9.65,21.21,29.522,4.495,12.189,0.746,51.752
14277,1.07286,0,0,2.59,202.34,178.075,157.987,44.353,15.661,2.29,21.4,33,9.48,20.99,73.438,8.577,16.355,0,1.285
14278,1.82013,0,0,1.373,67.019,59.248,48.886,18.133,47.232,3.725,23.8,33.68,10.63,21.34,7.41,8.065,44.984,18.426,17.443
14279,35.39383,0,0,74.812,722.694,516.203,337.562,385.133,83.257,0.234,21.09,32.49,8.08,19.29,2.553,3.644,92.578,0.105,1.117
14280,0.68259,0,0,1.337,88.861,68.972,51.762,37.099,68.814,0.338,23.8,33.63,10.73,21.36,0,1.615,81.225,10.363,6.797
14281,0,0,0,,,,,,0,0,23.6,33.67,11.42,22.07,,,,,
14283,1.17054,0,0,1.855,94.459,80.752,66.944,27.515,56.803,1.151,23.25,33.7,10.13,21.02,3.057,5.919,76.128,0,14.896
14284,5.76953,2,0.142,14.044,99.926,68.625,49.37,50.556,66.018,0.441,23.96,34.18,10.91,21.67,4.979,3.448,46.328,34.069,5.684
14285,2.75877,0,0,1.921,70.124,68.375,67.076,3.048,2.634,3.932,21.82,33.09,10.39,21.86,81.443,17.198,0.328,0.281,0
14286,6.66444,1,0.059,16.872,188.719,151.423,100.739,87.98,48.991,0.297,21.78,33.64,8.98,20.56,30.074,2.792,61.744,0,5.087
14287,38.46937,0,0,84.575,48.767,43.596,38.026,10.74,3.539,1.181,23.28,33.8,11.23,22.03,86.976,7.44,1.304,3.227,0.129
14288,5.98475,0,0,12.09,62.42,54.475,51.765,10.655,7.337,0.085,22.89,33.55,11.05,21.92,84.721,5.975,1.073,7.606,0.112
14289,3.10246,0,0,3.448,152.093,110.844,86.96,65.133,40.559,1.294,21.34,33.27,9.5,21.34,44.27,9.945,42.835,1.592,0.783
14290,0.65875,0,0,1.798,404.322,395.586,370.969,33.353,16.79,2.276,20.42,31.89,7.65,19.41,69.469,12.963,17.117,0,0.3
14291,3.8111,0,0,6.373,294.087,239.348,188.807,105.28,59.797,0.843,21.43,32.99,8.92,20.63,20.562,5.165,72.015,0,2.258
14292,11.46032,0,0,30.986,614.209,262.08,175.148,439.061,68.772,0.452,22.9,34.21,9.2,20.34,6.978,4.114,83.15,0.015,5.709
14293,31.58759,0,0,47.361,331.259,262.403,153.75,177.51,48.231,0.837,23.03,33.61,9.46,20.3,31.334,6.127,57.924,0.009,4.333
14294,0,0,0,,,,,,0,0,21.44,33.28,9.9,21.68,,,,,
14295,1.4641,0,0,2.879,227.143,141.646,116.337,110.806,25.88,9.828,22.68,34.08,9.25,20.6,33.854,32.166,31.354,0,2.314
14296,1.89127,0,0,2.011,153.091,137.905,122.751,30.34,23.346,1.026,22.42,33.91,9.18,20.58,58.55,6.625,29.364,0,5.461
14297,0,0,0,,,,,,0,0,23.97,34.01,10.96,21.59,,,,,
14298,0.87085,0,0,1.037,157.589,136.349,127.481,30.109,6.097,0.934,22.55,33.94,9.55,21.03,81.858,8.334,6.945,0,0
14299,1.21656,0,0,2.615,87.134,76.309,63.96,23.173,47.719,1.298,23.85,33.61,10.8,21.33,0,4.888,89.983,0,5.129
14300,2.10306,1,0.136,6.998,225.92,179.821,135.375,90.545,65.59,0.239,21.71,33.61,8.79,20.34,16.289,2.496,78.178,0,2.856
14315,158.75885,1,0.017,637.174,284.829,238.623,188.662,96.168,4.307,1.382,16.03,30.49,4.66,18.41,76.97,7.232,2.729,1.432,11.511
14316,167.18678,0,0,847.611,344.428,299.947,243.82,100.608,2.689,0.785,14.47,29.21,2.91,16.96,88.615,6.817,1.472,0.958,2.077
14317,202.47561,0,0,17433.877,633.966,491.119,339.466,294.5,0.705,0.939,15.43,30.42,2.65,17.33,78.574,6.629,0.944,1.971,10.05
14318,,,,,,,,,,,,,,,,,,,
14319,1862.28079,0,0,8879.862,382.086,267.848,171.034,211.052,7.081,1.232,16.21,30.19,5.16,18.73,77.384,7.498,5.168,1.715,7.777
14320,45214.12527,1,0.024,213247.561,647.265,356.022,175.45,471.815,29.196,1.253,14.76,29.17,3.17,16.83,45.461,6.295,27.821,11.306,4.629
14321,279.37131,0,0,3536.988,591.554,463.736,384.319,207.235,0.798,0.791,13.02,28.31,1.56,16.23,82.262,5.947,1.193,3.05,4.858
14322,150.13225,0,0,761.151,344.428,303.169,256.037,88.391,2.087,0.751,14.52,29.32,3.06,17.15,89.322,6.801,1.184,0.529,2.126
14323,33902.94724,0,0,172474.943,647.265,356.615,183.06,464.205,28.136,1.306,14.5,29.29,2.86,16.8,46.403,6.372,26.14,11.429,4.886
14325,17.31228,1,0.041,1225.818,526.92,457.889,382.246,144.674,0.327,0.799,14.29,29.64,1.74,16.54,88.643,6.393,0.566,1.104,3.065
14326,62546.96027,2,0.033,293149.863,647.265,334.56,134.68,512.586,23.146,1.473,16.11,30.03,5.3,18.79,53.931,7.058,21.993,9.058,4.333
14327,1195.44329,0,0,4777.407,381.842,284.82,180.296,201.546,11.288,0.935,14.66,29.04,3.13,16.79,75.51,6.036,10.427,0.458,7.183
14328,188.03606,2,0.049,3992.129,530.87,440.769,378.099,152.772,0.961,0.998,13.9,28.96,1.79,16.34,81.807,6.62,1.171,2.506,4.88
14329,741.22138,0,0,3734.277,382.086,301.36,222.082,160.004,4.67,1.376,15.64,29.96,4.27,18.36,83.406,8.642,2.744,1.42,3.384
14330,353.24918,0,0,1665.887,424.441,358.695,265.965,158.476,6.644,0.916,13.72,28.44,2.33,16.38,79.89,6.667,5.75,0.559,6.957
14331,134.40196,1,0.019,2809.962,475.762,396.421,298.034,177.729,4.298,0.884,16.42,30.73,3.92,18.31,83.798,6.781,3.001,0.491,5.545
14332,,,,,,,,,,,,,,,,,,,
14333,871.03807,6,0.107,4385.812,382.086,293.748,206.588,175.498,4.761,1.48,16.03,30.37,4.54,18.42,82.733,8.694,2.841,1.396,3.918
14334,5993.63344,2,0.048,36178.211,591.554,344.42,167.985,423.569,7.563,1.298,16.97,31.1,5.25,18.7,79.132,7.443,7.549,1.778,2.706
14335,949.75528,0,0,4493.585,427.611,315.599,220.757,206.854,6.946,1.207,14.83,29.28,3.36,17.15,80.37,7.514,3.851,3.235,4.594
14336,114.73099,1,0.017,461.772,284.829,245.244,199.808,85.021,4.229,1.444,15.84,30.37,4.47,18.3,76.381,7.296,2.644,1.4,12.162
14337,127646.082,1,0.01,244577.568,1744.98,395.557,114.154,1630.82,50.137,2.202,19.51,30.96,6.7,18.55,27.134,10.05,58.011,0.451,2.903
14338,181687.3481,0,0,370822.435,1744.98,329.722,76.219,1668.76,39.762,1.997,19.63,31.57,8.1,20.15,38.394,9.485,47.603,0.584,2.535
14339,179113.048,1,0.019,364731.08,1744.98,332.949,76.219,1668.76,39.967,2.016,19.37,31.59,7.75,19.91,38.231,9.549,47.735,0.549,2.545
14340,,,,,,,,,,,,,,,,,,,
14341,287142.3895,1,0.017,526344.817,2035.38,346.901,68.349,1967.03,42.799,1.874,19.91,31.97,8.4,20.27,34.301,9.117,50.596,0.738,3.486
14342,131916.2411,0,0,251634.785,1744.98,389.824,96.145,1648.83,49.725,2.16,19.76,31.89,7.84,19.73,27.403,9.92,57.842,0.452,2.91
14343,,,,,,,,,,,,,,,,,,,
14344,3.81675,0,0,251.831,724.849,693.463,664.743,60.106,0.91,0.341,17.25,31.28,3.18,17.23,89.664,3.307,0.018,0.882,5.751
14345,9.44227,0,0,233.853,501.123,414.593,351.414,149.709,2.253,0.691,16.65,31,3.96,18.28,83.007,4.703,1.24,0.358,10.652
14346,9.4484,0,0,1007.401,627.78,558.776,485.695,142.085,1.395,1.004,17.02,31.16,4.18,18.29,85.932,5.582,0.813,0.558,6.582
14347,,,,,,,,,,,,,,,,,,,
14348,0.00483,0,0,148414.856,4346.8,1790.9,577.237,3769.57,7.892,0.868,17,31.14,3.73,17.79,16.744,3.473,10.925,2.356,65.181
14349,29.28163,0,0,699.122,501.123,410.649,339.906,161.217,3.317,0.75,16.65,31.01,3.96,18.29,75.408,5.222,2.542,0.27,16.314
14350,0.1757,1,0.015,28045.15,1860.58,962.251,390.475,1470.11,1.856,0.252,16,31.1,2.62,17.1,10.063,1.777,1.934,3.627,81.772
14351,13.8909,8,0.104,2548.354,680.457,605.057,503.743,176.715,1.655,0.781,17.27,31.51,4.04,18.17,73.347,5.073,0.836,0.848,19.458
14352,0.70742,2,0.057,228.318,497.447,474.757,432.445,65.001,2.113,0.474,17.2,31.46,4.4,18.6,88.926,4.53,1.675,0.203,4.468
14353,3.93397,0,0,1337.466,890.232,728.916,606.311,283.921,1.187,0.893,16.96,31.06,3.37,17.45,36.38,5.047,1.166,1.222,56.094
14354,3.12145,0,0,346.635,664.13,585.488,510.792,153.338,1.933,0.402,16.53,30.63,3.3,17.43,27.931,3.551,2.449,0.993,64.967
14355,11.99941,0,0,426.816,433.313,399.7,353.5,79.813,1.377,0.441,16.32,30.61,3.84,18.13,88.28,3.794,0.741,0.169,6.976
14356,8.83553,0,0,727.623,598.236,525.249,427.405,170.831,2.88,0.583,15.98,31.01,2.73,17.16,62.015,4.734,2.336,0.365,30.321
14357,46102.97318,0,0,800142.653,4209.2,1062.74,306.378,3902.82,6.174,0.343,16.16,30.58,3.79,18.07,23.125,1.904,8.072,1.917,59.456
14358,,,,,,,,,,,,,,,,,,,
14359,9913.68248,0,0,148643.429,4346.8,1789.02,527.536,3819.27,7.897,0.869,16.94,30.89,3.95,18.05,16.776,3.478,10.908,2.404,65.104
14360,9900.15946,0,0,147557.835,4346.8,1797.48,642.66,3704.14,7.919,0.866,17.18,31.26,3.14,17.29,16.457,3.456,10.985,2.332,65.448
14361,1.37505,0,0,98.3,478.952,441.42,419.303,59.649,2.819,6.229,16.3,30.79,3.7,18.01,58.246,17.287,0.716,1.545,21.535
14362,1.5588,0,0,74.7,672.457,647.797,634.251,38.207,2.412,0.857,17.21,31.34,3.27,17.42,71.847,5.285,0.163,3.712,18.271
14363,8.55874,0,0,1614.556,909.01,743.331,630.014,278.996,1.2,0.813,16.81,30.8,2.59,16.85,26.573,4.805,1.296,0.705,66.545
14364,3.24548,0,0,396.683,640.557,566.578,497.028,143.529,1.598,0.549,16.14,30.5,2.98,17.27,76.726,4.539,0.817,0.152,17.645
14365,7.99711,0,0,835.13,581.608,522.378,447.938,133.669,1.716,0.606,17.62,31.9,4.5,18.66,74.807,5.229,0.887,1.588,16.95
14366,949.00613,1,0.027,36429.047,1306.72,809.427,447.368,859.352,1.37,0.323,16.56,30.67,3.5,17.72,14.473,2.065,0.977,3.126,78.556
14367,7.11086,0,0,962.517,570.738,518.663,460.102,110.636,1.617,0.411,16.66,30.97,3.83,18.18,88.443,4.248,1.084,0.491,5.493
14368,,,,,,,,,,,,,,,,,,,
14369,14.80465,1,0.029,635.396,515.14,468.955,401.718,113.422,4.516,0.473,17.81,31.96,4.54,18.72,57.024,4.434,4.288,0.383,33.371
14370,19.52665,1,0.015,1342.047,746.974,644.043,488.702,258.273,0.814,0.451,16,31.13,2.49,16.89,34.388,4.732,0.657,3.123,56.832
14371,2.40805,1,0.028,33.062,386.992,366.298,328.784,58.208,3.104,0.307,16.64,30.75,4.2,18.43,87.341,3.591,2.401,0.553,6.046
14372,0,0,0,,,,,,0,0,16.95,31,0.47,13.41,,,,,
14373,7.11086,0,0,965.709,570.738,518.488,456.507,114.231,1.636,0.409,16.66,30.98,3.83,18.19,88.383,4.24,1.093,0.508,5.54
14374,0.27622,0,0,76.516,1000.44,951.552,872.03,128.407,0.068,0.032,18.32,32.39,2.41,16.38,44.059,1.423,0.061,0.083,54.366
