UID,Al,ANC,Ca,Cl,cond,DOC,K,Mg,sodium,NH4,NO2,NO3,total.N,pH.lab,total.P,SIO2,SO4,TSS,turb
12370,3.00E-04,2400.2,52.16,67.2,647.92,5.4,5.009,15.41,58.44,4.00E-03,0,0,596,7.86,61.4813,3.83,85.58,5.8,4.9
12371,0.0081,1057.02,14.32,19.79,194.3,6.32,4.045,5.387,14.18,1.50E-02,0,0.00043,689,7.44,191.6475,15.531,7.76,24.9,24.7
12374,0.0227,667.8,8.149,15.8,168.91,5.6,2.499,2.546,18.95,9.00E-03,0,0.10724,1466,7.62,176.5356,5.849,18.19,5.9,15.19
12375,0.0015,2722.7,53.5,69.23,652.1,5.34,4.929,15.69,56.3,3.00E-02,0.00425,0.05359,778,8.16,80.6513,3.457,87.44,7.4,9.28
12377,9.00E-04,743.72,11.05,19.8,168.5,9.12,3.782,4.793,13.77,1.70E-02,0,0.00054,786,7.1,58.1038,9.901,13.69,8.6,8.51
12381,3.00E-04,2197.93,41.44,45.03,491.54,5.38,4.386,11.49,40.77,6.00E-03,0.01277,0.01574,493,7.82,65.8263,3.957,56.95,7.3,6.99
12382,3.00E-04,407.89,6.103,16.65,114.6,5.81,2.403,1.934,10.64,7.00E-03,0,0,526,7.08,40.455,12.009,4.87,5.8,5.95
12384,3.00E-04,2879.71,36.45,46.2,438.82,5.99,5.302,13.45,30.6,7.00E-03,0,0,619,7.99,134.5119,12.307,6.01,6.8,8.37
12385,0.0291,728.18,9.166,16.16,177.28,5.38,2.597,3.115,20.05,0.063,0.00697,0.12744,686,7.51,136.8125,5.949,17.61,10.2,18.32
12387,0.0025,2531.09,51.31,66.92,640,5.25,4.89,15.3,57.28,5.00E-03,0.00846,0.03732,599,7.78,65.1513,4.085,84.52,3.8,5.73
12390,0.0159,1550.15,15.65,7.55,182.69,7.09,1.762,7.119,9.404,0.104,0.00383,0.06571,709,7.58,422.0131,22.476,1.91,26.2,30.16
12398,0.08,373.23,3.079,8.41,71.6,2.8,1.638,1.174,8.293,0.014,0,0.00609,399,7.54,73.3281,24.402,1.94,5.6,11.1
12402,0.0168,750.61,7.634,1.61,109.28,1.12,2.054,1.047,10.55,6.00E-03,0,0.00297,184,7.96,24.0063,64.066,8.06,3.8,5.62
12405,0.0121,354.22,6.432,9.56,81.97,0.96,0.317,1.326,6.844,5.00E-03,0,0.1617,243,7.54,1.4325,5.376,4.97,1.5,2.76
12406,0.007,495.53,11.98,15.25,121.6,2.62,0.652,0.999,7.98,9.00E-03,0,0.18741,503,7.71,31.1588,4.685,5.72,13.4,5.48
12407,0.0041,572.2,14.78,22.65,160.48,1.82,0.858,1.433,10.08,6.00E-03,0,0.1709,476,7.64,52.27,4.864,6.98,21.8,7.15
12408,0.0204,42.04,5.442,31.71,132.42,2.07,0.464,1.779,12.81,7.00E-03,0,0.05963,286,6.6,9.2956,4.452,3.9,1.6,2.76
12410,0.0028,391.06,24.53,18.12,322.81,0.4,3.821,15.36,7.717,0.014,0.01314,17.45625,17950,7.2,98.1631,8.388,33.16,21.1,12.35
12411,0.0095,685.02,16.58,8.58,157.87,1.42,1.387,4.032,6.007,0.01,0,0.0059,145,7.86,7.7663,0.746,23.52,0.5,3.13
12412,3.00E-04,1050.61,46.03,165.01,824.22,2.82,7.568,5.269,100.7,0.019,0.0105,8.54034,9338,8.04,1455.538,3.014,37.4,1.8,0.47
12413,3.00E-04,809.35,12.8,10.5,144.14,1.4,2.477,3.552,7.428,6.00E-03,0,0.06569,228,7.92,8.8038,1.751,9.17,2,3.31
12414,0.0103,713.48,15.26,9.55,161.3,1.45,1.188,3.336,5.701,8.00E-03,0,0.0041,166,7.88,4.7938,0.452,21.48,0.2,3.36
12424,0.0014,4825.36,69.99,58.6,764.36,2.31,3.101,32.3,38.35,0.016,0,0.46121,878,8.19,80.4638,5.196,66.47,10.6,7.27
12426,0.0025,3756.98,91.46,153.94,1003.39,3.91,3.16,18.97,86.14,0.1,0,0.43378,964,8.11,44.2913,9.186,70.78,5.2,6.01
12427,3.00E-04,4956.62,76.75,40.91,693.6,2.79,2.113,28.33,20.76,3.00E-02,0.00243,0.0513,423,8.44,34.2688,4.941,43.95,9.2,6.7
12428,8.00E-04,4413.02,68.72,24.75,573.6,2.7,3.276,22.01,14.29,2.60E-02,0,1.74733,2162,8.45,78.81,7.409,42.36,29.2,21.9
12435,0.0581,5014.11,73.21,63.26,897.14,12.62,6.802,27.49,85.04,6.70E-02,0,0.75042,1538,8.34,95.5313,7.317,114.46,10,8.64
12436,0.0129,2899.15,68.8,44.57,637.8,3.7,3.894,20.96,29.73,1.10E-02,0,0.96913,1388,8.51,26.735,6.583,113.89,25.4,15.2
12437,3.00E-04,4154.9,67.79,10.11,497.57,1.76,1.497,18.05,7.545,1.80E-02,0,0.03448,155,8.37,12.3413,12.732,38.48,0.7,5.6
12441,0.0023,5070.12,83.78,59.01,851.33,2.91,3.397,37.57,37.83,0.023,0,0.25577,636,8.4,78.6425,5.677,110.54,8.7,6.82
12442,0.0289,4694.73,68.9,36.9,667.4,6.74,3.692,25.91,36.66,0.012,0,2.36542,3000,8.45,58.72,6.348,69.6,12,12
12443,0.0075,2287.87,54.84,66.02,642.6,3.19,4.678,20.53,41.55,0.01,0.01026,0.23494,1440,8.62,123.5319,1.561,97.87,25.4,9.08
12444,0.0053,3738.51,98.07,180.28,1215.11,3.25,10.52,23.13,84.37,2.20E-02,0.00144,2.76723,3125,8.21,356.8869,6.853,131.15,5.8,6.12
12445,0.0065,4149.66,71.71,105.71,829.31,3.05,7.22,24.16,62.62,2.10E-02,0,2.43859,2963,8.42,429.0613,4.798,43.73,6.5,6.41
12446,0.0062,3188.43,88.3,73.77,830.82,2.53,7.058,27.14,48.25,0.012,0,1.22088,1795,8.35,131.7388,7.672,142.47,13.4,11.04
12447,0.01,2467.68,40.69,34.31,483.85,4.71,4.222,16.74,28.99,0.01,0.01273,0.87764,2051,8.51,153.0981,0.392,57.66,73.9,43.44
12448,0.0041,3401.07,93.66,43.17,767.67,4.17,6.107,29.36,23.33,0.016,0,1.74015,2201,8.03,121.2138,5.813,156.72,32.5,31.71
12449,0.0219,1621.14,43.59,53.44,472.35,5.97,5.531,10.51,31.19,0.078,0.01205,0.41386,1079,8.03,85.5663,6.894,59.43,11.1,10.08
12450,0.0021,5292.68,75.1,37.71,693.8,2.5,2.929,29.16,20.08,8.00E-03,0.00184,2.90105,3913,8.6,176.0063,6.446,39.06,17.4,13.1
12452,0.0038,3471.77,51.93,19.54,431.3,3.26,2.825,17.81,10.15,0.016,0,1.00325,1520,8.35,71.585,6.445,29.24,14.5,11.3
12453,0.0058,4468.47,62.09,38.39,605.85,3.13,3.478,28.04,22.62,7.00E-03,0,0.58947,1774,8.52,226.7844,1.453,43,34.6,24.64
12454,7.00E-04,4730.01,83.63,35.85,680.52,4.82,3.822,26.47,21.81,0.02,0,0.29432,761,8.29,138.063,7.246,70.39,17.2,20.52
12465,3.00E-04,2935.81,52.78,3.99,300.76,0.38,0.987,4.751,2.642,1.50E-02,0,0.16107,299,8.12,25.4394,9.21,3.97,9.3,3.02
12466,0.0044,4108.4,31.69,58.96,652.29,2.21,3.088,11.16,93.39,0.012,0,0.22403,435,8.47,23.62,7.063,28.23,14.9,5.27
12467,0.0029,4592.29,27.8,56.2,672.19,1.68,2.814,10.48,94.61,9.00E-03,0,0.14959,348,8.42,18.7956,6.248,26.19,14.2,6.34
12468,0.0045,5238.3,90.5,7.25,543.36,0.69,2.531,13.61,3.651,0.023,0,1.1523,1585,8.03,50.3238,10.748,12.29,50.7,18.99
12469,3.00E-04,5365.77,88.41,7.6,553.1,0.47,2.358,15.28,3.652,1.10E-02,0,1.22455,1380,8.25,0.175,11.264,12.24,1.7,3.35
12470,0.0065,34.66,0.397,0.3,9.63,0.19,0.654,0.203,0.295,5.00E-03,0,0.04647,122,6.44,9.9988,6.35,0.8,11.8,4.2
12471,0.0169,571.42,6.981,1.16,69.25,1.08,0.891,2.473,1.443,0.014,0,0.12301,321,7.72,30.235,5.925,2.34,11.2,5.33
12472,0.0129,1075.15,21.7,5.83,208.53,2.1,1.732,6.43,6.5,3.20E-02,0,0.33916,768,7.95,10.9663,5.79,34.18,5.4,4.53
12473,0.0095,1085.15,21.47,5.69,210.86,1.69,1.629,6.462,6.39,2.80E-02,0,0.28455,543,7.9,10.7506,5.014,34.04,2.2,4.4
12474,3.00E-04,987.38,14.48,7.14,153.97,1.67,1.818,3.146,8.161,0.213,0,0.00615,483,7.65,95.0513,6.437,11.06,6.9,13.06
12475,0.0014,994.47,14.16,8.98,164.9,1.86,2.229,3.16,10.53,0.165,0,0.02228,428,7.61,33.8575,5.315,14.47,3.6,8.44
12476,0.0138,2724.75,52.28,12.43,356.94,2.19,3.42,5.231,10.4,2.10E-02,0.00136,0.91691,1274,8.14,361.602,5.593,23.89,8.5,9.45
12477,0.0033,1160.9,17.94,1.44,126.49,0.88,0.766,2.513,1.023,0.024,0,0.00439,246,7.48,53.91,7.382,2.2,77.6,46.43
12478,0.0173,761.02,12.08,5.31,116.18,1.64,1.686,2.915,3.838,0.012,0,0.26141,475,7.85,26.2713,7.5,7.33,8.3,6.36
12479,0.0037,1660.28,29.8,7.78,244.92,2.07,1.806,6.08,6.211,2.50E-02,0.00844,0.11781,713,8.1,119.42,3.887,25.23,6.5,7.4
12480,3.00E-04,5070.32,71.91,8.68,509.26,6.01,10.48,15.4,12.08,2.90E-02,0,0,756,8.03,256.4388,18.974,4.74,21.6,10.44
12481,0.0247,2633.34,48.22,12.52,323.77,1.42,2.281,4.627,7.757,2.20E-02,0.00225,0.49885,899,8.09,295.4238,5.195,13.51,11.3,7.61
12482,0.002,1136.73,20,2.18,131.04,0.27,0.785,2.18,1.479,1.10E-02,0,0.08423,144,7.94,26.117,7.486,3.29,5.2,4.61
12483,0.005,879.6,14.34,7.22,155.36,1.78,1.9,3.126,8.343,0.027,0.00327,0.05085,293,7.97,32.195,5.056,11.92,1,5.03
12484,0.0109,2266.1,41.67,7.64,284.29,1.4,2.19,4.476,6.07,1.80E-02,0.00132,0.47416,771,8.15,228.4694,7.052,15.51,9.1,7.91
12485,0.006,3901.32,67.83,8.4,419.34,5.7,3.189,7.726,3.111,3.40E-02,0,0.00633,1032,7.96,236.1963,7.766,10.52,23.7,14.75
12486,0.0046,4046.54,59.82,7.36,466.82,3.35,5.444,16.83,4.563,0.039,0,0.53362,1055,8.13,150.64,10.419,28.92,57.8,40.8
12487,3.00E-04,3873.86,41.14,2.31,380.26,0.14,1.488,23.11,1.089,4.00E-03,0,1.37721,1501,8.18,7.1213,10.459,1.7,1,2.89
12489,0.0105,199.44,2.431,0.26,23.53,2.39,0.341,0.549,1.218,7.00E-03,0,0.02017,173,7.19,9.4525,5.428,0.95,0.8,3.45
12497,0.0013,298.97,4.698,0.54,35.87,0.38,0.156,0.547,1.957,5.00E-03,0,0.00451,108,7.57,0.5831,12.651,3.05,0,0.01
12498,0.0036,838.12,8.582,1.08,93.32,1.21,2.286,3.482,3.895,1.50E-02,0,0.16768,345,8.35,72.6,36.408,1.5,3.3,1.18
12499,5.00E-04,1232.51,18.17,0.95,146.29,1.4,1.174,4.633,2.944,7.00E-03,0,0.01398,221,8.15,18.9388,7.918,7.87,2.8,3.18
12500,0.0067,964.93,15.24,0.39,107.7,0.89,0.616,2.321,2.352,0.014,0,0.02868,97,8.16,3.26,9.522,4.48,0,1.87
12502,,2738.8584,43.15,27.00017782,,2.900532946,3.987,17.288,23.03,1.10E-02,,,891.679,,211,5.872,43.18265849,59.33333333,
12503,,3281.9148,44.144,34.06204987,,2.844108068,4.177,17.604,29.727,0.0114,,,1305,,137,13.105,54.9857252,81.55555556,
12504,,2742.89436,34.39,24.30406428,,3.074180724,3.748,11.665,20.66,6.84E-03,,,947.081,,147,5.734,41.37709711,62.57142857,
12505,,3301.81488,37.07,33.41382505,,2.767230736,3.861,3.73,28.331,0.00843,,,772.947,,134,5.693,47.0106521,59.6,
12506,0.0044,2761.86,43.76,23.84,418.98,3.28,4.325,14.8,19.07,8.00E-03,0,0.94525,1358,8.07,177.6713,7.682,38.23,44.7,26.19
12507,,3268.1286,43.412,40.48733201,,2.815423198,4.583,7.986,26.565,0.0287,,,444.766,,165,14.007,51.94530254,68.44444444,
12508,,3196.46034,53.03,34.34508005,,2.788091449,3.905,8.884,18.173,1.42E-02,,,915.553,,149,5.885,48.18502066,66.44444444,
12509,,2914.8822,36.488,36.33473619,,3.174980724,3.531,11.785,21.627,8.16E-03,,,339.937,,151,14.142,48.73085418,65.2,
12510,,3250.5462,45.567,35.15985875,,2.882413846,3.777,16.913,28.392,1.36E-02,,,379.772,,149,14.175,56.40723937,52.6,
12512,0.003,2691.9,42.88,24.25,423.47,3.27,4.307,14.43,19.12,8.00E-03,0,0.93843,1335,8.18,173.8375,7.767,37.2,46.8,21.88
12513,,2937.4596,38.551,37.89130627,,2.863426181,4.027,13.42,26.369,4.94E-03,,,349.357,,154,14.219,50.52812377,65.8,
12514,,3285.3114,40.356,35.95551398,,2.810522047,3.341,6.911,22.494,8.57E-03,,,857.291,,128,5.494,47.87911589,62.90909091,
12515,,2909.088,38.98,44.89676401,,2.937539668,4.392,2.458,22.984,,,,468.133,,162,14.131,51.93150066,53.11111111,
12516,,2653.22412,37.421,30.32425379,,2.931407394,3.856,13.213,19.206,1.39E-02,,,1114,,151,5.905,38.43283552,62.2,
12517,,2932.98408,42.168,27.49831304,,2.752026052,4.013,17.364,24.358,7.24E-03,,,779.043,,164,5.704,46.73270908,83.11111111,
12525,,3268.14858,47.345,33.97793516,,2.866756438,4.076,10.029,32.659,7.52E-03,,,337.577,,13,13.717,55.6224754,71.6,
12543,0.0036,886.39,16.52,21.19,190.25,2.46,1.983,4.078,10.69,6.00E-03,0,0.00677,182,7.35,19.6675,5.636,11.35,6.9,14.7
12545,0.009,3582.48,36.54,12.76,576.46,1.53,3.239,17.35,67.3,0.012,0.00096,0.30255,503,8.62,28.9613,6.53,95.92,17.6,13.42
12546,0.0037,504.3,11.71,3.38,126.1,1.15,1.249,4.629,3.214,0.012,0,0.21795,354,7.59,8.6488,2.825,25.23,0.6,2.39
12547,0.0058,587.37,13.47,4.37,149.28,1.38,1.557,5.497,3.741,8.00E-03,0,0.22382,384,7.27,12.0869,2.781,29.76,0.4,2.38
12555,0.0121,1860.12,30.46,16.35,454.98,1.43,3.615,14.91,40.68,7.00E-03,0,0.51411,711,7.82,15.5494,5.225,96.56,13.1,6.96
12556,0.0145,998.23,18.39,9.28,234.3,1.61,1.877,8.097,10.53,0.01,0.00382,0.24332,595,7.96,24.3463,4.519,38.39,4.8,5.33
12557,0.0028,1032.6,20.83,13.98,291,1.96,2.2,9.695,18.28,0.078,0.01108,0.31185,737,7.95,34.6163,3.242,54.05,8.8,13.2
12558,0.0082,1071.78,16.38,9.02,164.73,3.6,2.072,3.991,7.094,0.02,0,0.06607,359,7.16,25.9325,4.589,11.22,3.6,6.34
12568,0.034,1498.25,52.17,10.05,657.6,1.99,2.576,14.39,40.14,0.11,0.00728,0.25202,583,8.08,11.6275,3.629,180.95,3,6.24
12569,0.0041,990.74,16.85,7.9,159.3,2.07,2.013,4.055,6.38,3.80E-02,0,0.01538,251,7.94,25.2638,5.917,13.15,11.2,8.51
12570,4.00E-04,1230.13,22.01,8.93,203.8,2.76,2.129,5.055,7.601,0.01,0,0.057,432,7.85,45.5425,7.328,22.88,14.7,15.7
12571,0.0066,2607.71,28.97,12.31,558.54,1.36,3.561,20.18,57.74,9.00E-03,0.00241,0.28119,463,8.36,12.1213,3.835,124.14,28.7,16.95
12583,0.0718,128.32,2.791,6.8,46.47,4.82,0.571,0.482,4.104,1.80E-02,0,0.04722,325,6.98,5.2588,6.625,2.4,0.2,4.06
12596,0.0235,765.16,12.21,6.15,112.99,2.89,1.455,2.446,5.4,2.10E-02,0.00426,0.56504,900,7.92,53.1094,7.235,3.45,4.7,5.65
12710,0.0051,1425.63,22.94,15.3,256.19,4.08,6.219,5.75,12.16,0.01,0.0051,1.28918,1756,7.47,69.7238,9.72,22.75,25,8.54
12711,3.00E-04,4119.1,40.54,1.5,382.1,0.88,0.85,24.61,1.459,8.00E-03,0,0.03421,116,8.32,4.1963,12.623,2.76,0.2,0.997
12712,3.00E-04,4857.45,73.33,11.08,513,2.4,2.415,17.5,8.088,2.80E-02,0,3.23088,3544,8.15,139.826,20.075,15.21,20.3,14.4
12713,9.00E-04,4030.59,44,5.42,410.12,1.84,1.996,24.56,3.498,7.00E-03,0,0,240,8.35,22.595,10.089,9.7,3.4,4.4
12714,9.00E-04,2226.85,146.1,4.5,1227,3.29,6.426,74.49,22.97,2.50E-02,0.00053,0.10085,420,7.93,27.4188,10.116,591.08,6.2,5.99
12715,0.0026,2574.43,28.85,2.33,266.68,0.72,1.081,16.99,1.97,6.00E-03,0.00146,0.13732,288,8.27,13.8538,8.628,8.89,6.2,5.87
12716,3.00E-04,4855.64,75,11.73,510.9,4.54,4.595,11.07,17.84,0.027,0,0.80007,1349,8.47,104.4188,12.69,18.21,19.8,19.2
12717,0.0014,2228.28,36.55,18.97,317.8,5.85,5.721,7.246,13.27,2.20E-02,0.0231,1.11403,1956,8.16,263.6263,10.844,19.57,34.2,32.3
12718,0.0069,2567.81,49.16,8.86,399.01,5.19,5.384,9.401,12.63,4.00E-02,0.00101,0.18625,803,7.86,111.441,12.338,55.66,7.8,8.95
12719,0.0143,1627.64,36.39,1.47,257.5,7.73,2.384,7.156,4.779,2.10E-02,0,0.03008,694,8.18,87.0788,9.658,46.21,28.7,26.3
12720,3.00E-04,5865.99,119.5,23.37,713.73,1.63,2.351,10.18,20.87,0.01,0,1.92706,2146,8.28,108.6638,21.171,50.6,11.4,8.29
12721,0.001,3010.5,36.96,16.36,371.3,2.68,4.458,19.12,6.384,0.024,0.00925,2.2192,2913,8.32,210.653,9.039,15.25,122.8,42
12733,0.0039,3002.68,33.06,43.53,659.56,0.84,4.89,9.57,84.56,0.01,0,0.6927,934,8.67,14.8875,44.956,100.22,3.6,1.3
12734,0.006,6043.61,77.42,46.19,836.83,1.62,2.49,37.8,49.69,4.00E-03,0,0,134,8.13,76,31.073,76.67,0.2,0.3
12735,0.0307,8789.87,431,1987.69,10022.19,8.23,27.36,248.3,1655,1.30E-02,0,0.09775,703,7.9,14.7738,34.554,1575.8,2,1.71
12736,0.0043,3684.58,488.3,17.91,529.35,1.42,2.367,105.7,536,7.00E-03,0,0.12458,315,8.25,23.8463,29.933,54.13,5.2,5.28
12737,0.0043,4870.39,70.91,303.54,1726.54,2.93,10.9,20.51,243.4,0.02,0,2.00714,2656,8.16,149.7725,39.708,139.24,67.3,34.59
12738,0.0036,3075.2,89.33,423.8,1674.61,1.36,16.01,13.67,187.1,5.00E-03,0,0,151,8.2,63.7988,38.366,19.92,13,5.96
12754,3.00E-04,3888.58,65.24,8.91,447,4.19,4.708,16.6,7.989,7.00E-03,0,0.01174,312,8.3,37.2138,12.063,31.63,1.8,2.69
12755,3.00E-04,3534.58,51.12,9.23,404.5,6.37,6.103,12.37,10.63,0.039,0.00425,0.33838,1007,8.16,128.7875,14.35,18.65,11.8,11.7
12756,3.00E-04,4974.72,75.4,6.21,518.5,4.48,5.122,15.98,10.15,0.02,0,0.24981,788,8.31,115.61,16.033,26.63,7.5,11.2
12758,3.00E-04,5645.78,88.22,2.04,536.5,1.08,1.419,12.98,7.039,6.00E-03,0,0.0307,156,8.39,13.6,13.191,17.76,2,1.68
12759,3.00E-04,5730.89,52.51,18.91,605.2,5.26,9.207,18.73,44.56,5.90E-02,0,0.05413,730,8.56,76.3113,50.847,25.73,19,10.8
12761,3.00E-04,5399.46,91.09,13.61,666.9,3.6,3.514,18.11,16.47,0.027,0.00093,0.53932,632,8.38,130.3275,18.698,77.92,6.6,4.2
12762,3.00E-04,5240.1,88.51,5.94,558.1,2.95,3.159,12.28,7.201,0.014,0,0.9198,1493,8.43,82.7838,13.855,31.29,22,16.8
12763,0.0019,2757.01,27,2.03,265.4,1.13,0.914,15.68,1.816,0.047,0.00124,0.04052,201,8.22,10.0413,8.982,2.5,2.7,2.5
12764,3.00E-04,2848.15,28.28,2.96,276.2,0.94,1.085,16.65,1.944,9.00E-03,0.00064,0.33511,466,8.32,2.7788,3.06,3.97,0.9,1.32
12765,3.00E-04,3613.22,48.22,0.93,332.4,0.96,5.869,9.158,5.343,0.016,0,0.55785,759,8.54,55.7563,60.934,1.39,22.5,11.6
12766,9.00E-04,3578.2,50.33,0.99,334.1,1.05,5.801,7.49,7.248,1.80E-02,0,0.02717,171,8.56,29.1938,14.969,2.78,8.9,5.39
12768,0.0045,4061.44,46.78,4.44,405.9,2.67,7.218,8.862,24.71,3.60E-02,0.00368,0.64682,1041,8.53,27.1063,12.595,9.59,10.4,9.65
12788,3.00E-04,3778.05,43.14,3.72,404.7,1.86,11.9,14.18,14.84,2.80E-02,0.0033,0.71147,1159,8.53,55.62,51.269,25.32,44.8,24.4
12789,3.00E-04,4875.4,79.58,16.89,663.4,4.66,9.48,16.32,38.96,3.20E-02,0,2.40595,3013,8.4,302.2338,10.353,86.09,14.4,13
12804,0.002,5635.33,140.8,9.23,1931.22,11.06,16.03,69.9,195.4,2.60E-02,0,0,813,8.26,34.3788,8.485,781.06,5.5,7.56
12805,3.00E-04,6094.09,100.4,1.9,632.1,0.83,1.242,19.91,5.523,6.00E-03,0,0.03744,223,8.36,24.495,15.198,31.49,1.2,1.41
12820,0.0264,114.86,0.918,0.1,12.18,1.33,0.275,0.297,1.143,0.002,0,0.03632,106,6.88,4.0863,11.539,0.23,0.7,0.49
12829,0.0256,141.7,1.015,0.11,13.48,1.25,0.38,0.361,1.238,4.00E-03,0,0.02912,111,7.25,2.4888,12.738,0.22,0.7,3.09
12830,0.0247,103.4,1.112,0.08,12.34,1.42,0.273,0.158,0.932,0.002,0,0.00385,79,6.77,2.48,6.263,0.35,0,0.18
12831,0.0144,80.42,0.897,0.15,11.41,1.82,0.351,0.13,0.713,3.00E-03,0,0.00209,89,6.8,1.5888,4.102,0.51,1.3,2.99
12832,3.00E-04,6607.8,91.43,46.53,771.65,2.13,1.636,30.88,33.04,1.30E-02,0,0.23197,644,8.52,90.8919,30.357,33.79,107.3,39.7
12833,0.0339,584.38,4.912,1.13,63.28,2.12,3.432,1.1,5.577,5.00E-03,0,0.01532,253,7.91,46.2513,46.009,0.98,5.4,6.55
12834,0.0117,992.02,12.2,0.34,100.7,1.13,0.935,3.332,2.617,6.00E-03,0,0.00576,105,7.89,11.1375,13.236,2.14,0,0.975
12836,0.0056,2138.52,36.44,1.7,214.43,1.39,1.706,1.651,3.066,1.10E-02,0,0.04363,148,8.17,53.5763,22.422,1.81,2,1.74
12838,0.0065,362.45,4.087,0.11,40.29,0.65,0.314,0.733,2.208,9.00E-03,0,0.0809,176,7.72,14.0225,15.212,0.61,1.2,0.965
12839,0.0342,1036.19,10.15,4.77,135.5,1.41,3.671,2.864,9.928,1.10E-02,0,0.01794,140,8.32,36.84,48.049,5.11,0.1,2.77
12840,0.0183,197.51,2.311,0.15,23.28,1.85,0.335,0.5,1.378,9.00E-03,0,0.00257,73,7.22,3.1763,8.874,0.47,2,1.347
12841,0.0103,2117.09,28.14,2.46,214.43,2.37,2.364,6.803,3.737,8.00E-03,0,0,197,8.47,46.3238,25.037,3,3.6,4.01
12842,3.00E-04,3950.58,68.48,2.43,380.85,0.82,0.856,7.596,3.12,0.01,0,0.07283,206,8.36,14.9119,12.092,2.64,5.3,2.92
12843,3.00E-04,2925.43,43.09,3.23,331.36,1.18,0.923,13.63,4.919,0.01,0.00667,0.85051,1106,8.5,0.9431,14.638,19.2,0.3,0.51
12844,3.00E-04,478.64,6.442,0.1,46.96,0.23,0.272,0.443,2.891,0.002,0,0.02571,74,7.74,7.206,17.63,0.38,1.3,0.61
12845,0.005,7440.68,53.94,77.63,1760.02,10.18,12.99,68.27,244.7,0.014,0,0,758,8.44,21.0488,9.35,468.15,0.8,1.34
12881,0.0023,7728.69,232.3,39.09,4649.09,17.54,16.05,540.1,333.5,2.50E-02,0,0.01055,1399,8.26,37.9588,0.397,2849.23,0.9,2.69
12882,0.0041,7334.33,114,10.11,2187.5,15.81,16.6,78.42,293.7,2.60E-02,0,0,1086,8.29,49.31,6.707,841.92,7.8,7.72
12883,0.001,8826.11,54.65,16.93,1255.37,7.26,7.772,45.21,174.2,1.10E-02,0,0,608,8.4,32.5863,12.023,219.67,0.4,0.93
12893,0.0094,3446.05,51.24,52.95,726.33,5.66,14.11,8.684,84.46,8.20E-02,0.0032,4.04543,5169,8.15,4014.031,44.355,87.32,10.6,5.11
12894,0.0013,3004.43,33.22,44.43,655.74,0.82,5.412,9.807,83.04,0.016,0.00383,0.62999,819,8.65,20.2731,47.371,103.65,3,1.03
12895,0.0148,3920.33,58.4,125.72,1112.59,7.23,22.71,9.391,120.9,16.65,0.27368,5.78473,23244,7.89,4132.356,36.92,124.21,25,15.61
12896,0.005,6592.03,122.2,14.05,2293,11.01,21.09,88.39,332.7,0.016,0,0,740,8.33,20.2788,1.641,944.9,2.3,1.91
12914,0.0016,9720.68,47.96,5.95,2549.18,14.58,20.9,48.04,529.5,2.50E-02,0,0,994,8.59,42.5363,0.199,875.7,2,10.44
12915,0.0444,425.8,9.64,2.65,87.65,4.31,0.586,1.92,3.324,0.012,0,0.04413,314,7.32,32.4,5.601,13.27,10.1,2.2
12952,7.00E-04,665.28,21.62,20.39,422.39,7.39,4.587,20.65,19.7,0.111,0.00302,0.00915,989,7.34,187.9125,8.866,127.47,407.6,99
12953,0.0047,671.61,11.76,2.95,102.36,3.32,1.502,1.755,2.52,6.00E-03,0,0.01221,276,7.72,44.9375,7.499,7.37,14.5,9.21
12954,0.0951,42.43,1.022,4.23,29.44,5.57,0.6,0.784,2.021,1.30E-02,0,0.00506,375,6.07,80.8619,10.731,2.91,102.5,76.73
12955,0.084,20.43,0.511,2.63,16.37,4.31,0.345,0.343,1.316,2.50E-02,0,0.02896,238,5.99,9.0975,10.411,0.67,6.4,3.55
12988,0.0102,3463.31,58.25,139.74,1181.13,6.59,19.09,10.55,150.4,10.861,2.23223,7.83164,21725,8.01,3451.325,37.249,134.45,7.9,2.36
12989,0.0095,2413.77,22.78,2.45,246.79,1.39,2.527,12.11,9.289,6.00E-03,0,0.01275,133,8.4,88.3175,37.712,4.94,2.8,1.25
12990,0.0044,3290.72,45.91,72.24,577.09,1.48,4.838,13,52.45,8.00E-03,0,0,134,8.25,72.1681,39.854,17.5,5.6,3.87
12991,0.0058,3070.17,37.57,2.38,302.44,1.46,0.63,9.38,15.39,0.001,0,0,100,8.46,82.5369,30.04,3.96,0.7,0.17
12992,0.0141,160.54,3.904,5.65,70.54,2.25,4.316,1.181,4.359,4.90E-02,0.00845,0.77292,1143,6.94,53.3325,4.51,9.41,7.4,3.25
12993,0.0113,2274.21,43.9,5.45,269.17,1.58,1.83,5.05,2.454,7.00E-03,0.00549,1.08983,1306,8.15,174.2488,2.98,9.47,6.6,3.14
12994,0.0101,2318.25,44.56,5.25,272.18,1.59,1.693,5.01,2.382,6.00E-03,0.00586,1.02523,1273,8.19,170.805,2.916,9.47,5.8,2.47
12995,0.0103,1128.62,24.37,38.89,322.68,2.21,3.62,9.941,16.45,2.10E-02,0.02105,3.2224,3638,7.98,111.7413,10.399,19.7,4.5,1.51
12996,0.005,661.25,144.3,33.86,1230.67,2.32,4.345,68.15,19.44,0.319,0.06124,3.55021,4394,7.33,80.5063,11.742,570.3,68.2,47
12997,0.0052,2220.26,44.18,33.79,441.97,2.07,1.937,16.89,13.89,3.00E-02,0.038,8.19951,8869,8.03,36.7138,12.722,21.47,1.8,5.9
