UID,site.ID,site.lat,site.long,strahler.order,ecoregion,ecoregion.2,reach.length,bed.stability,pct.bedrock,pct.bigrock,pct.hardpan,pct.fine,pct.sand,pct.fine.gravel,pct.coarse.gravel,pct.riffle,pct.pool,mean.thalweg.depth,mean.width,sinuosity,LWD.reach,embeddedness,ALG.cover,AQM.cover,LWD.cover,NAT.cover,midchannel.cover
12212,FW08WY026,44.62541989,-105.3017111,5,NPL,3,149,0.711175365,0,4.761904762,0,66.66666667,79.04761905,95.23809524,100,7.333333333,92.66666667,53.14666667,2.3025,1.138897431,0.038926174,93.09090909,0.009090909,0.040909091,0,0.127272727,30.21390374
12214,FW08WY030,43.34956512,-104.2956885,6,NPL,3,356.4,0.783829924,0,20,0,12.38095238,73.33333333,80,96.19047619,19,81,34.55,6.27,1.443603983,0,84.54545455,0.013636364,0.009090909,0,0.113636364,0
12215,FW08WY031,41.38215014,-107.2276043,1,WMT,8,149,1.554115647,8.571428571,32.38095238,0,8.571428571,52.38095238,67.61904762,83.80952381,68.66666667,31.33333333,11.37333333,0.96,1.228357451,0,73.09090909,0.031818182,0.272727273,0,0.156818182,11.09625668
12216,FW08WY032,43.29503619,-104.834503,4,NPL,3,149,0.434314928,0,9.523809524,0,85.71428571,85.71428571,90.47619048,97.14285714,0,100,38.02,1.89,1.520357009,0,97.27272727,0,0.254545455,0,0.009090909,5.080213904
12217,FW08WY034,44.69584102,-106.338258,5,NPL,3,514.8,0.788399045,0,58.0952381,0,5.714285714,40.95238095,41.9047619,82.85714286,15,85,57.56,16.25,1.735516059,0.395493395,73.81818182,0.245454545,0.036363636,0.027272727,0.154545455,4.144385027
12218,FW08WY038,43.96560817,-106.1714277,6,NPL,3,1425.6,0.544289095,1.904761905,29.52380952,0,15.23809524,62.85714286,70.47619048,89.52380952,12,88,36.98,27.2,1.670496947,0.040193603,86.90909091,0.031818182,0.004545455,0,0.086363636,0.401069519
12219,FW08WY042,44.38685019,-104.6773141,5,WMT,8,158.4,1.243496474,0,16.19047619,0,68.57142857,80,83.80952381,98.0952381,20,80,42.61,4.555,1.235142653,0.75,90.72727273,0.036363636,0.452272727,0.004545455,0.077272727,2.540106952
12224,FW08WY050,44.80190718,-106.1480005,5,NPL,3,732.6,0.840053585,6.666666667,58.0952381,0,23.80952381,35.23809524,41.9047619,83.80952381,30,70,48.55,21.2,1.281033985,0.007917008,62.36363636,0.188636364,0.031818182,0,0.068181818,0.267379679
12228,FW08WY043,42.11493928,-104.9851884,5,SPL,5,237.6,0.777634316,0,26.66666667,0,4.761904762,57.14285714,73.33333333,100,8,92,35.94,5.81,1.113544982,0.320707071,82,0.625,0.031818182,0,0.247727273,18.5828877
12229,FW08WY046,43.53070043,-104.1010111,6,NPL,3,237.6,0.636362733,0,33.33333333,0,51.42857143,58.0952381,66.66666667,96.19047619,12,88,43.71,7.16,1.030798765,0,80.90909091,0,0.045454545,0,0.059090909,1.336898396
12236,FW08WY051,41.03269786,-105.6756102,1,XER,9,149,1.415359679,0,30.47619048,0,14.28571429,40.95238095,69.52380952,81.9047619,34.66666667,65.33333333,12.8,1.29,1.541070622,3.265771812,78.18181818,0.068181818,0.022727273,0.004545455,0.675,50.80213904
12237,FW08WY055,42.13291291,-106.0714873,4,XER,9,149,0.742781204,0,0.952380952,0,0,78.0952381,99.04761905,100,14.66666667,85.33333333,15.67333333,3.285,1.139248766,0,95.09090909,0.134090909,0,0,0.054545455,0
12238,FW08WY058,43.51662703,-104.8413716,6,NPL,3,242.4,0.402540058,0,2.857142857,0,5.714285714,90.47619048,97.14285714,100,9.803921569,90.19607843,40.68627451,5.8,1.01136828,0.023927393,98.54545455,0,0.181818182,0,0.004545455,0.267379679
12239,FW08WY061,43.49247586,-106.6606342,4,NPL,3,149,0.972314704,0.952380952,12.38095238,0,17.14285714,45.71428571,87.61904762,98.0952381,32.66666667,67.33333333,16.49333333,1.09,1.202585135,0,68.18181818,0.027272727,0.036363636,0,0.234090909,56.14973262
12241,FW08UT022,39.08974622,-109.1016351,7,XER,9,4400,1.15582688,,,,0,0,,0,37,63,156.5,111.8818182,1.139001942,0.475909091,,0.009090909,0,0.004545455,0.468181818,
12242,FW08UT054,38.69665707,-109.4113362,7,XER,9,4287.604751,1.302200346,,,,0,8.24742268,,15.46391753,43.43434343,56.56565657,256.9,114.4636364,1.19354202,1.427727273,,0,0,0,0.322727273,
12243,FW08UT001,41.27422296,-112.1538854,1,XER,9,237.6,-0.169335478,0,0,0,100,100,100,100,0,100,81.69,6.025,1.000707049,0,100,0.434090909,0.297727273,0,0.068181818,0
12244,FW08UT001,41.27422296,-112.1538854,1,XER,9,198,-0.067447723,0,0,0,87.61904762,87.61904762,87.61904762,87.61904762,0,100,62.02,6.895,1.048839938,0,96.63636364,0.045454545,0.629545455,0,0.915909091,0.401069519
12245,FW08UT003,37.55193806,-113.4090686,2,XER,9,149,1.600410579,0,13.33333333,0,28.57142857,54.28571429,80,88.57142857,13.01369863,86.98630137,10.53020134,1.0775,1.092271878,3.308724832,73.36363636,0.031818182,0.225,0,0.759090909,70.85561497
12247,FW08UT005,38.18237181,-111.1541118,3,XER,9,158.4,1.683337865,4.761904762,40.95238095,0,1.904761905,22.85714286,58.0952381,81.9047619,84,16,20.18,4.12,1.347900667,0,42,0.040909091,0,0,0.211363636,7.754010695
12248,FW08UT007,38.33325837,-112.185427,6,WMT,8,792,0.842007198,0,67.59259259,0,12.03703704,17.59259259,32.40740741,66.66666667,26,74,80.6,23.265,1.282454646,0.058585859,52.37288136,0.05,0.204166667,0.008333333,0.1125,0
12249,FW08UT008,40.89493585,-110.423116,3,WMT,8,396,1.820354245,0,85.71428571,0,0,5.714285714,13.33333333,31.42857143,91,9,40.93,8.205263158,1.103357981,2.701767677,37.45454545,0.113636364,0,0.145454545,1.972727273,42.9144385
12250,FW08UT009,37.31864862,-113.7168672,4,XER,9,149,2.153903781,0,62.85714286,0,5.714285714,5.714285714,25.71428571,44.76190476,23.33333333,76.66666667,50.62666667,4.46,1.036691383,5.468456376,42.81818182,0.063636364,0.009090909,0.009090909,0.872727273,98.39572193
12251,FW08UT010,39.3616375,-111.043714,3,XER,9,396,1.861027431,0,63.63636364,0,17.27272727,29.09090909,36.36363636,43.63636364,100,0,55.98,9.395,1.04462955,1.723989899,57.83333333,0,0,0.0125,0.491666667,15.19607843
12252,FW08UT011,41.79782893,-113.7101606,2,XER,9,149,1.619450961,0,25.71428571,0,27.61904762,34.28571429,70.47619048,85.71428571,51.33333333,48.66666667,15.85333333,2.055,1.170685021,0.233557047,51.09090909,0,0,0,0.447727273,39.57219251
12253,FW08UT012,37.95368314,-112.0634114,3,WMT,8,149,1.440160122,0,56.19047619,0,12.38095238,34.28571429,43.80952381,93.33333333,35.33333333,64.66666667,11.42,1.505,1.485043502,1.643624161,63.90909091,0.143181818,0.022727273,0.009090909,0.286363636,58.28877005
12254,FW08UT013,40.66222979,-111.1798649,1,WMT,8,150,2.267934833,60,80,0,0,1.904761905,18.0952381,22.85714286,85.43046358,14.56953642,11.78145695,1.661904762,1.092333462,2.26,18.18181818,0,0.090909091,0.111363636,0.681818182,81.4171123
12255,FW08UT021,37.74306236,-112.0985939,5,WMT,8,158.4,0.117357655,0,4.761904762,0,81.9047619,81.9047619,95.23809524,100,2,98,57.07,4,1.87160012,0,92.63636364,0.452272727,0.456818182,0,0.1,0
12256,FW08UT026,39.3065305,-110.4051738,6,XER,9,277.2,0.799913056,0,27.61904762,0,41.9047619,50.47619048,72.38095238,89.52380952,39,61,59.23,7.04,1.02988831,0.104617605,72.90909091,0,0,0,0.220454545,13.5026738
12257,FW08UT028,41.62460181,-111.7298982,5,WMT,8,336.6,0.335634175,0,67.61904762,0,4.761904762,24.76190476,26.66666667,44.76190476,61,39,81.76,10.625,1.115069265,13.53297683,52.36363636,0.486363636,0.152272727,0.059090909,0.970454545,16.84491979
12258,FW08UT032,40.864464,-110.539351,2,WMT,8,198,1.73763087,0,84.76190476,0,0.952380952,6.666666667,14.28571429,41.9047619,86,14,34.72,6.12,1.137544937,1.703030303,40.27272727,0.05,0,0.018181818,1.665909091,40.10695187
12259,FW08UT051,38.37090635,-110.7567233,5,XER,9,514.8,1.307436382,0,6.666666667,0,22.85714286,60,93.33333333,99.04761905,97,3,25.22,16.93,1.025283166,0.932595183,69,0,0,0,0.018181818,0
12260,FW08UT053,38.18736155,-112.0946686,6,WMT,8,514.8,0.760386283,0,8.235294118,0,51.76470588,80,91.76470588,98.82352941,4,96,102.8,12.6,1.339302716,0.011266511,88.97959184,0.036363636,0.177272727,0,0.231818182,0
12262,FW08UT041,37.07694059,-113.5970254,2,XER,9,158.4,0.921372145,0,4.761904762,0,56.19047619,90.47619048,95.23809524,97.14285714,13,87,37.26,9.96,1.09550239,0.585858586,96,0.105,0.19,0,0.52,65.64171123
12263,FW08UT059,41.79317634,-113.8369888,3,XER,9,149,1.337991512,0,0,0,60,62.85714286,93.33333333,93.33333333,21.33333333,78.66666667,23.96,1.122222222,1.091698774,0.272483221,86.09090909,0.05,0,0.027272727,0.672727273,87.29946524
12264,FW08UT067,37.85231882,-111.4473474,1,XER,9,158.4,1.730046748,60.95238095,60.95238095,0,0.952380952,38.0952381,38.0952381,38.0952381,33,67,18.34,3.7,1.078000524,0.585858586,43.63636364,0,0.081818182,0,0.809090909,68.67647059
12266,FW08UT080,41.48977821,-111.2582292,3,XER,9,198,0.636588298,0,44.76190476,0,11.42857143,42.85714286,50.47619048,80,11,89,82.36,6.4,1.612173214,18.73484848,68,0,0,0.05,0.588636364,9.759358289
12267,FW08UT099,39.99030314,-111.0283603,2,WMT,8,160,1.358190415,0,39.04761905,0,18.0952381,28.57142857,60,84.76190476,56.43564356,43.56435644,22.76237624,3.29047619,1.237067561,0.0725,69.45454545,0.004545455,0,0,0.547727273,4.679144385
12274,FW08NM002,36.59767554,-106.5008687,2,WMT,8,148.5,0.579316552,0,0,0,99.04761905,99.04761905,100,100,0,100,67.96,2.85,2.486671871,0,99.45454545,0,0.206818182,0,0.340909091,2.139037433
12275,FW08ND079,46.83041645,-96.7871555,6,TPL,6,307722.1959,-0.131969286,,,,100,100,,100,0,100,418.0672269,44.72727273,3.566378738,6.028636364,,0.1,0,0.059090909,0.177272727,
12276,FW08OH038,41.45313237,-81.82335108,5,NAP,2,1584,0.959890176,31.42857143,60,0,9.523809524,31.42857143,40,50.47619048,5,95,76.47,43.57894737,1.152147933,0.652651515,40.45454545,0.004545455,0.004545455,0.015,0.369545455,37.96791444
12290,FW08VA007,37.63333906,-78.90302594,5,SAP,4,1188,1.247264622,26.66666667,73.33333333,0,4.761904762,25.71428571,26.66666667,30.47619048,16,84,59.95,27.675,1.064951985,0.159427609,32.90909091,0.022727273,0.022727273,0.004545455,0.552272727,1.604278075
12291,FW08VA022,38.30561608,-78.90090844,5,SAP,4,1760,0.982839674,,,,38,46,,48,14,86,93.2,40.18181818,1.044030972,4.283181818,,0.095454545,0.159090909,0.036363636,0.427272727,
12292,FW08VA026,37.59328261,-79.3832051,6,SAP,4,4000,1.463895962,,,,33.33333333,52.22222222,,52.22222222,10,90,366.8539326,181.5,1.155281266,3.807272727,,0.025,0.125,0.025,0.475,
12293,FW08VA026,37.59328261,-79.3832051,6,SAP,4,4000,1.41910974,,,,59.7826087,59.7826087,,59.7826087,15.2173913,84.7826087,332.6086957,184.05,1.12943658,4.188,,0.05,0.1175,0.065,0.5325,
12294,FW08VA001,37.88508397,-79.15866411,1,SAP,4,149,1.602252711,4,34,0,1,29,65,74,96.66666667,3.333333333,3.673333333,0.995,1.245622747,0.924161074,44.2,0,0,0.005,0.4175,95.85561497
12295,FW08VA001,37.88508397,-79.15866411,1,SAP,4,149,1.720946207,0,27.61904762,0,4.761904762,36.19047619,72.38095238,86.66666667,96,4,1.933333333,0.93,1.076865135,0.573825503,54.2,0,0,0.004545455,0.838636364,95.85561497
12296,FW08VA005,37.46347082,-80.34804838,2,SAP,4,149,2.096000743,0.952380952,72.38095238,0,2.857142857,9.523809524,26.66666667,37.14285714,71.33333333,28.66666667,8.986666667,2.085,1.100035461,0.116778523,21.09090909,0,0,0.009090909,0.811363636,99.73262032
12297,FW08VA006,37.15926553,-82.16605093,1,SAP,4,149,1.221146719,0,44,0,3,40,55,67,89.3129771,4.580152672,5.2,1.695,1.089793779,0.394630872,44.72727273,0,0,0,0.3825,55.7486631
12300,FW08VA008,37.70786314,-77.98928727,1,SAP,4,149,0.481064548,7.619047619,10.47619048,0,62.85714286,87.61904762,88.57142857,90.47619048,12,88,23.77333333,3.345,1.150944144,1.046979866,85.81818182,0.022727273,0.3,0,0.159090909,80.61497326
12302,FW08VA018,37.31028014,-80.68118278,5,SAP,4,1386,1.195361779,41.9047619,81.9047619,0,5.714285714,9.523809524,17.14285714,23.80952381,53,47,65.23,26.975,1.471736203,1.126839827,16.72727273,0.013636364,0.031818182,0.004545455,0.456818182,26.20320856
12305,FW08VA030,37.10205212,-81.04267722,4,SAP,4,396,0.735657796,3.80952381,47.61904762,0,26.66666667,44.76190476,52.38095238,70.47619048,51,49,51.9,9.76,1.128322099,0.583080808,48.18181818,0.040909091,0.156818182,0.004545455,0.277272727,14.03743316
12306,FW08VA034,38.04565236,-79.87784037,3,SAP,4,792,1.318949159,12.38095238,76.19047619,0,7.619047619,15.23809524,22.85714286,32.38095238,53,47,49.36,18.65,1.190586203,1.453661616,25.27272727,0.031818182,0.018181818,0.009090909,0.379545455,34.49197861
12307,FW08VA037,37.1594084,-80.85783058,5,SAP,4,712.8,0.913500895,7.843137255,57.84313725,0,8.823529412,28.43137255,42.15686275,56.8627451,42,58,83.62,20.575,1.784682954,2.862514029,46.53846154,0.009090909,0.040909091,0.031818182,0.35,66.32352941
12308,FW08VA042,37.23958141,-79.44911471,1,SAP,4,148.5,0.860313868,8.571428571,40.95238095,0.952380952,15.23809524,42.85714286,56.19047619,65.71428571,18,82,27.69,3.115,1.126417277,0.117171717,64.18181818,0,0,0,0.340909091,99.19786096
12320,FW08VA014,36.96530261,-82.05180047,5,SAP,4,1980,1.175078446,53.33333333,77.14285714,0,13.33333333,19.04761905,21.9047619,23.80952381,38,62,89.9,47.8,2.299682868,1.459494949,28.54545455,0.070454545,0.111363636,0.027272727,0.263636364,6.14973262
12324,FW08VA010,38.20339415,-77.63950811,4,SAP,4,396,0.797899723,0,1.904761905,6.666666667,1.904761905,69.52380952,69.52380952,70.47619048,20,80,47.24,9.173684211,1.06938099,15.83055556,73.09090909,0.022727273,0.036363636,0.059090909,0.370454545,77.27272727
12331,FW08TX001,30.68545325,-95.20209676,1,CPL,1,148.5,0.954873964,0,7.619047619,2.857142857,1.904761905,84.76190476,89.52380952,96.19047619,5,95,19.43,2.775,1.123361458,1.741414141,89.63636364,0.004545455,0,0.004545455,0.322727273,96.39037433
12332,FW08TX002,33.02550094,-96.9194025,1,SPL,5,198,0.342732737,0,4.761904762,0,82.85714286,92.38095238,95.23809524,100,0,100,105.8,5.405,1.484650054,2.427777778,98.18181818,0.05,0,0.004545455,0.597727273,78.07486631
12333,FW08TX013,30.95941066,-95.83093747,2,CPL,1,198,-1.897416531,0,0,0,40,100,100,100,0,100,71.32,4.73,2.07049725,4.591919192,100,0.022727273,0.622727273,0.059090909,0.609090909,94.11764706
12334,FW08TX014,31.59065264,-98.1271693,3,SPL,5,594,1.75697213,27.61904762,51.42857143,0,16.19047619,31.42857143,48.57142857,58.0952381,6,94,84.44,13.825,1.238737827,0.660774411,42,0.004545455,0.004545455,0.004545455,0.281818182,42.11229947
12338,FW08TX047,31.53465945,-96.58774516,1,SPL,5,149,-2.182109901,0,0,0,90.47619048,100,100,100,0,39.33333333,6.913333333,0.83,1.19643133,2.067785235,100,0,0,0.009090909,0.354545455,97.05882353
12339,FW08TX088,30.51303846,-98.51028269,2,SPL,5,149,1.886546513,5.714285714,40.95238095,0,0,51.42857143,59.04761905,78.0952381,2,98,11.96666667,2.657894737,1.018520823,0,66.36363636,0.495454545,0.331818182,0,0.425,2.807486631
12340,FW08TX019,30.61815112,-94.293034,2,CPL,1,356.4,0.707673482,0,0,0,20.95238095,100,100,100,0,100,82.88,8.115,1.329476566,3.898428732,100,0,0,0.059090909,0.545454545,96.79144385
12341,FW08TX025,29.9104657,-95.49178123,1,CPL,1,158.4,0.600086947,0,6.666666667,8.571428571,57.14285714,62.85714286,84.76190476,87.61904762,0,100,51.99,3.6,1.001608575,0,71.27272727,0,0.329545455,0,0.325,5.080213904
12342,FW08TX032,33.75841057,-97.29398271,2,SPL,5,148.5,1.703272551,0.952380952,24.76190476,4.761904762,41.9047619,64.76190476,70.47619048,93.33333333,0,72,19.12,1.69,1.101247988,2.797979798,71.09090909,0.104545455,0.186363636,0.004545455,0.268181818,59.62566845
12345,FW08VT001,44.28115936,-72.45384929,4,NAP,2,792,0.333884533,0,10.57692308,0,33.65384615,74.03846154,89.42307692,91.34615385,5,95,97.66,20.305,1.017335383,1.718434343,92.18181818,0.004545455,0,0.009090909,0.163636364,10.02673797
12346,FW08VT002,44.78314819,-72.85897839,2,NAP,2,346.5,0.481856201,0.952380952,15.23809524,0,50.47619048,76.19047619,84.76190476,94.28571429,12,88,62.25,8.405,1.186658708,2.614141414,92.45454545,0,0.095454545,0.077272727,0.218181818,50.93582888
12347,FW08VT006,42.79337016,-72.52476763,6,NAP,2,4400,1.067340013,,,,0,100,,100,0,100,872,378.7181818,1.038847698,53.72181818,,0.05,0.636363636,0.286363636,1.209090909,
12348,FW08VT006,42.79337016,-72.52476763,6,NAP,2,4400,1.071919582,,,,0,100,,100,0,100,841.1,360.0636364,1.037812425,32.28045455,,0.054545455,0.470454545,0.343181818,1.038636364,
12349,FW08VT009,43.79297233,-72.67631047,5,NAP,2,2332,1.88881274,,,,0,0,,9.210526316,68,32,89.97727273,43.50909091,1.124883328,1.798181818,,0,0,0.036363636,0.670454545,
12351,FW08VT011,44.48913281,-73.14832101,5,NAP,2,3124,1.422170378,,,,0,8,,87,0,100,309,62.29090909,1.781764362,17.54727273,,0,0.104545455,0.072727273,0.377272727,
12352,FW08VT011,44.48913281,-73.14832101,5,NAP,2,3124,1.561119615,,,,0,10,,87,0,100,305.9,64.11818182,1.765590962,11.95181818,,0,0.075,0.106818182,0.376818182,
12353,FW08VT013,43.79748712,-72.50090314,5,NAP,2,2467,1.279692978,,,,0,5.050505051,,46.46464646,26,74,136.58,67.54545455,1.117661286,8.515,,0,0,0.084090909,0.277272727,
12354,FW08VT014,44.4218729,-73.01537976,5,NAP,2,3960,0.161022849,,,,0,13,,82,5,95,284.1,55.21818182,1.133142353,6.293636364,,0,0.027272727,0.061363636,0.311363636,
12355,FW08VT016,43.65977031,-72.33973635,5,NAP,2,2684,1.30045228,,,,0,18,,76,10,90,117.3232323,67.61818182,1.031352662,0.475909091,,0,0,0.036363636,0.115,
12356,FW08VT018,44.31823277,-72.72693639,5,NAP,2,2420,1.238510066,,,,0,13.18681319,,82.41758242,12.63157895,87.36842105,271.1111111,58.38181818,1.093108653,2.644545455,,0,0.004545455,0.036363636,0.475,
12357,FW08VT022,42.93002107,-72.60987539,5,NAP,2,1980,1.813710328,,,,0,0,,3.092783505,56.98924731,43.01075269,62.12,56.81818182,1.04410257,0,,0,0.009090909,0,0.694090909,
12358,FW08VT010,42.94638954,-72.87178209,1,NAP,2,237.6,1.79297449,0,77.77777778,0,0.740740741,16.2962963,22.22222222,28.14814815,77,23,22.79230769,6.245,1.026953697,0.87962963,63.64285714,0.025,0.003571429,0.003571429,0.319642857,65.75630252
12359,FW08WA007,47.46288389,-120.6610745,3,WMT,8,138.6,3.963312301,1.904761905,72.38095238,0,1.904761905,17.14285714,25.71428571,39.04761905,38,62,52.04,6.855,0.962111212,0.951659452,37.54545455,0.031818182,0.004545455,0.004545455,0.488636364,27.94117647
12360,FW08WA009,46.13171242,-121.5872954,3,WMT,8,,,0,47.27272727,0,4.545454545,36.36363636,50,77.27272727,86,14,140.09,12.1,2.037608,,61.01694915,0,0.004166667,0.172916667,0.81875,47.67156863
12361,FW08WA046,46.79931424,-121.0911253,4,WMT,8,514.8,2.059364541,8,82,0,0,7,17,40,50,50,48.35,13.29473684,1.256161445,0.162393162,29.02,0,0,0.01,0.2575,22.20588235
12362,FW08WA032,46.2711703,-119.5704746,7,XER,9,4000,0.648153587,,,,0,1,,15,26.26262626,73.73737374,171.077688,90.09090909,1.041013136,0,,0.05,0.556818182,0,0.104545455,
12365,FW08LA006,31.15240248,-92.80900394,3,CPL,1,316.8,0.63253171,0,0,0,16,99,99,99,4,96,42,6.373684211,1.468906425,6.44665404,98.36363636,0,0,0.104545455,0.597727273,90.90909091
12368,FW08LA011,32.97480157,-92.07643968,7,CPL,1,3507.37819,-0.338619504,,,,21.69811321,100,,100,0,100,534.9056604,92.09090909,1.407145649,7.614545455,,0.013636364,0,0.086363636,0.273181818,
12370,FW08LA013,31.62650075,-92.90920869,7,CPL,1,3992.32402,1.068983063,,,,74,100,,100,0,100,1101.1,309.1818182,1.259595854,0.475909091,,0.390909091,0.356818182,0.009090909,0.552272727,
12371,FW08LA014,32.78464844,-91.95736625,6,CPL,1,913.8360419,0.065738719,,,,52,100,,100,0,100,127.5,29.09090909,1.109031262,7.298181818,,0,0.009090909,0.063636364,0.440909091,
12374,FW08LA017,31.55118978,-91.80544961,7,CPL,1,1137898.166,0.99299167,,,,99,100,,100,0,100,1069.6,202.8181818,1.007318006,4.177727273,,0.040909091,0.013636364,0.018181818,0.579545455,
12375,FW08LA018,32.06617568,-93.41412498,7,CPL,1,3976.408332,0.688561832,,,,29,95,,98,0,100,1073.7,217,1.664342111,0.951818182,,0.063636364,0.009090909,0.009090909,0.706818182,
12377,FW08LA022,32.54805881,-93.78099558,6,CPL,1,2512.684417,0.417836392,,,,53,100,,100,0,100,676.4,56.54545455,1.034953239,0,,0.077272727,0,0.009090909,0.327272727,
12381,FW08LA029,31.37415976,-92.56085279,7,CPL,1,3984.848383,0.793192103,,,,4,88,,99,0,100,1068.484848,240.7272727,1.088701426,0,,0.036363636,0.009090909,0,0.277272727,
12382,FW08LA030,32.71237847,-92.27881681,5,CPL,1,3722985.631,-0.020479057,,,,5.882352941,100,,100,0,100,292.745098,35,1.132571819,8.756818182,,0.004545455,0.004545455,0.059090909,0.263636364,
12384,FW08LA032,31.74330427,-91.57782175,5,CPL,1,3003.787786,0.776006033,,,,100,100,,100,0,100,640,81.72727273,1.017373228,0.951818182,,0.004545455,0.359090909,0.013636364,0.331818182,
12385,FW08LA033,31.39441273,-91.80343205,7,CPL,1,3986.43978,,,,,85,100,,100,0,100,759.9,149.1818182,1.017425166,6.091818182,,0,0,0.036363636,0.145454545,
12387,FW08LA037,31.81473201,-93.0575415,7,CPL,1,3996.427031,0.266592292,,,,60,100,,100,0,100,879.7,228.6363636,1.142479359,0.951818182,,0.040909091,0.009090909,0.009090909,0.440909091,
12390,FW08LA045,31.33361524,-92.5020397,3,CPL,1,432.4722019,0.138861618,,,,92,92,,100,0,100,88.4,11.18181818,1.100091255,16.39318182,,0.009090909,0.009090909,0.131818182,0.509090909,
12398,FW08RLA900,30.3079066,-93.11348777,6,CPL,1,2682.856489,0.381863114,,,,64.70588235,100,,100,0,100,652.9411765,93.90909091,2.225523,9.783181818,,0.031818182,0.027272727,0.059090909,0.838636364,
12402,FW08NM001,35.97105437,-106.604984,3,WMT,8,148.5,0.852769543,0,42.85714286,0,28.57142857,45.71428571,57.14285714,87.61904762,0,100,32.11,3.3,1.281388178,0,56.90909091,0.068181818,0.309090909,0,0.331818182,1.203208556
12405,FW08VT005,44.21421333,-72.96547209,2,NAP,2,168.3,1.80527524,19.04761905,86.66666667,0,0.952380952,4.761904762,13.33333333,29.52380952,80,20,23.83,5.035,1.154614323,0.314913844,41.8,0.113636364,0.009090909,0.004545455,0.168181818,62.96791444
12406,FW08PA001,41.86286449,-75.51340633,2,NAP,2,149,1.530883899,0,85.71428571,0,1.904761905,2.857142857,14.28571429,20,43.33333333,56.66666667,20.59333333,4.15,1.238150781,2.673825503,27.63636364,0,0.004545455,0.061363636,0.934090909,83.67647059
12407,FW08PA001,41.86286449,-75.51340633,2,NAP,2,149,1.493208347,0,89.52380952,0,3.80952381,5.714285714,10.47619048,33.33333333,44.66666667,55.33333333,14.48,3.61,1.155865675,4.18590604,25.09090909,0,0,0.031818182,0.675,69.53242836
12408,FW08PA005,40.86921697,-76.08339211,1,SAP,4,198,1.843594158,1.818181818,73.63636364,0,1.818181818,5.454545455,26.36363636,36.36363636,16,84,23.66,4.095,1.023092282,1.994444444,26.58333333,0.0125,0,0.008333333,1.091666667,98.03921569
12410,FW08PA018,39.8477077,-76.13974364,1,SAP,4,149,1.32182745,0,28.57142857,0,14.28571429,25.71428571,71.42857143,79.04761905,33.33333333,66.66666667,8.866666667,2.02,1.107419453,10.29395973,29.63636364,0,0.022727273,0.040909091,0.575,83.68983957
12411,FW08PA023,41.28870741,-77.34123227,5,NAP,2,833307.5557,0.927326927,,,,0,0,,0,24,76,37.52088,51.54545455,1.015475448,0.951818182,,0.022727273,0.022727273,0.004545455,0.181818182,
12412,FW08PA029,41.44305077,-75.66055299,3,SAP,4,277.2,1.341039943,0,90.47619048,0,1.904761905,4.761904762,8.571428571,23.80952381,53,47,26.95,7.865,1.195493474,0.409090909,49,0.147727273,0,0.004545455,0.618181818,73.79679144
12413,FW08PA037,41.83170096,-76.33241025,3,NAP,2,198,1.329348157,0,87.61904762,0,1.904761905,1.904761905,12.38095238,25.71428571,35,65,19.83,7.56,1.034949144,5.05,16.90909091,0.045454545,0,0.022727273,0.529545455,59.35828877
12414,FW08PA039,41.37242695,-77.42404242,5,NAP,2,1148.4,0.789535075,0,96.84210526,0,2.105263158,2.105263158,2.105263158,4.210526316,26,74,51.38,48.73,1.311532645,0.088296761,31.33333333,0,0.004545455,0,0.209090909,0
12424,FW08ROH9019,39.63976424,-83.01537818,5,TPL,6,225425.6599,0.978452766,,,,0,0,,48,21.42857143,78.57142857,65.17,26.45454545,1.131197451,0.951818182,,0,0.013636364,0.018181818,0.145454545,
12426,FW08OH003,40.80568231,-81.38993132,3,NAP,2,673.2,0.661161151,1.904761905,26.66666667,0,3.80952381,38.0952381,71.42857143,88.57142857,4,96,28.34,13.9,1.010580252,0,64.54545455,0,0.01,0,0.08,36.63101604
12427,FW08OH004,39.74752967,-82.77872819,1,TPL,6,149,1.335883933,0,20.19230769,3.846153846,16.34615385,60.57692308,73.07692308,84.61538462,24.66666667,75.33333333,16.52666667,1.605,1.095767857,0.233557047,70.90909091,0.247727273,0.004545455,0,0.072727273,45.05347594
12428,FW08OH005,40.06407859,-82.53392123,4,NAP,2,673.2,0.307913623,0,7.766990291,1.941747573,21.3592233,72.81553398,89.32038835,90.29126214,7,93,88.68,17.25,2.684799862,5.349821747,100,0,0,0.122727273,0.354545455,50.53475936
12435,FW08OH012,39.30982385,-82.96429692,5,SAP,4,1716,1.295627461,,,,0,39.39393939,,83.83838384,4,96,136.4,39.45454545,1.669786243,6.822272727,,0,0,0.113636364,0.247727273,
12436,FW08OH017,40.26612178,-81.87411348,7,SAP,4,4400,0.937911971,,,,0,8,,59,0,100,201.1,97.90909091,1.021684326,1.142272727,,0,0.022727273,0.004545455,0.090909091,
12437,FW08OH007,41.51664843,-81.22317665,1,NAP,2,149,0.845314284,0,7.368421053,0,67.36842105,76.84210526,84.21052632,91.57894737,0,100,34.09774436,2.272222222,1.202927824,1.395302013,83.2,0,0.165,0.1225,0.6225,59.41176471
12441,FW08OH028,40.01635667,-83.25296601,4,TPL,6,1029.6,-0.111222415,0,38.33333333,0,19.16666667,46.66666667,60.83333333,90,9,91,52.71,31.73684211,1.312221282,1.403166278,69.57142857,0,0.092857143,0.025,0.305357143,60.92436975
